"geneId","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","hgnc_symbol"
4089,"chr18",51097174,51097574,401,"*","Distal Intergenic",18,51077251,51078870,1620,1,"ENST00000586253.1",19923,"ENSG00000141646","SMAD4","SMAD family member 4",NA
4134,"chr3",48034130,48034530,401,"*","Intron (ENST00000395734.8/4134, intron 1 of 17)",3,47928273,48016420,88148,2,"ENST00000633710.1",-17710,"ENSG00000047849","MAP4","microtubule associated protein 4",NA
4214,"chr5",56840529,56840929,401,"*","Intron (ENST00000399503.4/4214, intron 1 of 19)",5,56815549,56896152,80604,1,"ENST00000399503.4",24980,"ENSG00000095015","MAP3K1","mitogen-activated protein kinase kinase kinase 1",NA
4249,"chr2",133968875,133969275,401,"*","Distal Intergenic",2,134119983,134254606,134624,1,"ENST00000481801.5",-150708,"ENSG00000152127","MGAT5","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",NA
4254,"chr12",88518843,88519243,401,"*","3' UTR",12,88492793,88534762,41970,2,"ENST00000378535.4",15519,"ENSG00000049130","KITLG","KIT ligand",NA
4277,"chr6",31516515,31516915,401,"*","Distal Intergenic",6,31505935,31507531,1597,1,"ENST00000494577.1",10580,"ENSG00000204516","MICB","MHC class I polypeptide-related sequence B",NA
4286,"chr3",69746101,69746501,401,"*","Intron (ENST00000687384.1/4286, intron 1 of 10)",3,69739482,69968336,228855,1,"ENST00000642352.1",6619,"ENSG00000187098","MITF","melanocyte inducing transcription factor",NA
4289,"chr7",131281291,131281691,401,"*","Intron (ENST00000421797.6/4289, intron 2 of 18)",7,131285062,131399357,114296,1,"ENST00000429546.5",-3371,"ENSG00000128585","MKLN1","muskelin 1",NA
4300,"chr9",20426051,20426451,401,"*","Intron (ENST00000380338.9/4300, intron 4 of 10)",9,20360742,20411962,51221,2,"ENST00000468513.5",-14089,"ENSG00000171843","MLLT3","MLLT3 super elongation complex subunit",NA
4440,"chr12",120377171,120377571,401,"*","Distal Intergenic",12,120341330,120369164,27835,2,"ENST00000257552.7",-8007,"ENSG00000135097","MSI1","musashi RNA binding protein 1",NA
4597,"chr16",88660856,88661256,401,"*","Promoter (<=1kb)",16,88657436,88660872,3437,2,"ENST00000562651.5",0,"ENSG00000167508","MVD","mevalonate diphosphate decarboxylase",NA
4643,"chr15",59222062,59222462,401,"*","Intron (ENST00000288235.9/4643, intron 9 of 27)",15,59208809,59218296,9488,2,"ENST00000559489.1",-3766,"ENSG00000157483","MYO1E","myosin IE",NA
4643,"chr15",59237099,59237499,401,"*","Intron (ENST00000288235.9/4643, intron 4 of 27)",15,59163219,59227590,64372,2,"ENST00000559269.5",-9509,"ENSG00000157483","MYO1E","myosin IE",NA
4644,"chr15",52437977,52438377,401,"*","Intron (ENST00000399231.8/4644, intron 1 of 40)",15,52410333,52433285,22953,2,"ENST00000693471.1",-4692,"ENSG00000197535","MYO5A","myosin VA",NA
4660,"chr1",202353261,202353661,401,"*","Intron (ENST00000608999.6/4660, intron 1 of 23)",1,202348766,202577299,228534,1,"ENST00000704899.1",4495,"ENSG00000077157","PPP1R12B","protein phosphatase 1 regulatory subunit 12B",NA
4750,"chr4",169410829,169411229,401,"*","Intron (ENST00000687054.1/4750, intron 30 of 34)",4,169392857,169479086,86230,2,"ENST00000690540.1",67857,"ENSG00000137601","NEK1","NIMA related kinase 1",NA
4760,"chr2",181697549,181697949,401,"*","Distal Intergenic",2,181670344,181680827,10484,2,"ENST00000496876.2",-16722,"ENSG00000162992","NEUROD1","neuronal differentiation 1",NA
4782,"chr19",3458149,3458549,401,"*","Intron (ENST00000641145.1/4782, intron 10 of 10)",19,3452641,3454350,1710,1,"ENST00000589969.1",5508,"ENSG00000141905","NFIC","nuclear factor I C",NA
4782,"chr19",3450876,3451276,401,"*","Promoter (1-2kb)",19,3452579,3457989,5411,1,"ENST00000589164.1",-1303,"ENSG00000141905","NFIC","nuclear factor I C",NA
4790,"chr4",102596514,102596914,401,"*","Promoter (<=1kb)",4,102596296,102617085,20790,1,"ENST00000698233.1",218,"ENSG00000109320","NFKB1","nuclear factor kappa B subunit 1",NA
4862,"chr2",100835091,100835491,401,"*","Intron (ENST00000335681.10/4862, intron 1 of 20)",2,100821025,100948299,127275,1,"ENST00000427413.5",14066,"ENSG00000170485","NPAS2","neuronal PAS domain protein 2",NA
4908,"chr12",5447300,5447700,401,"*","Intron (ENST00000423158.4/4908, intron 1 of 1)",12,5433125,5494501,61377,1,"ENST00000543548.1",14175,"ENSG00000185652","NTF3","neurotrophin 3",NA
4919,"chr1",63828296,63828696,401,"*","Intron (ENST00000371079.6/4919, intron 1 of 8)",1,63775290,64140364,365075,1,"ENST00000482426.1",53006,"ENSG00000185483","ROR1","receptor tyrosine kinase like orphan receptor 1",NA
4983,"chrX",67933771,67934171,401,"*","Distal Intergenic",23,68045131,68048582,3452,2,"ENST00000680976.1",114411,"ENSG00000079482","OPHN1","oligophrenin 1",NA
4983,"chrX",67968490,67968890,401,"*","Intron (ENST00000680612.1/4983, intron 19 of 19)",23,68045131,68048582,3452,2,"ENST00000680976.1",79692,"ENSG00000079482","OPHN1","oligophrenin 1",NA
5028,"chr3",152964975,152965375,401,"*","Distal Intergenic",3,152835131,152841439,6309,1,"ENST00000305097.6",129844,"ENSG00000169860","P2RY1","purinergic receptor P2Y1",NA
5058,"chr11",77353099,77353499,401,"*","Promoter (2-3kb)",11,77353131,77355951,2821,2,"ENST00000526103.1",2452,"ENSG00000149269","PAK1","p21 (RAC1) activated kinase 1",NA
5058,"chr11",77409203,77409603,401,"*","Promoter (2-3kb)",11,77323024,77411904,88881,2,"ENST00000528203.5",2301,"ENSG00000149269","PAK1","p21 (RAC1) activated kinase 1",NA
5071,"chr6",161925920,161926320,401,"*","Intron (ENST00000366898.6/5071, intron 6 of 11)",6,161347607,161837066,489460,2,"ENST00000674006.1",-88854,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase",NA
5098,"chr5",141463155,141463555,401,"*","Intron (ENST00000517417.3/56114, intron 1 of 3)",5,141475947,141478795,2849,1,"ENST00000611950.1",-12392,"ENSG00000240184","PCDHGC3","protocadherin gamma subfamily C, 3",NA
5125,"chr9",75634578,75634978,401,"*","Distal Intergenic",9,75890644,76362339,471696,1,"ENST00000545128.5",-255666,"ENSG00000099139","PCSK5","proprotein convertase subtilisin/kexin type 5",NA
5144,"chr5",60309127,60309527,401,"*","Intron (ENST00000502484.6/5144, intron 1 of 16)",5,59986398,60262559,276162,2,"ENST00000509368.6",-46568,"ENSG00000113448","PDE4D","phosphodiesterase 4D",NA
5144,"chr5",60257807,60258207,401,"*","Intron (ENST00000502484.6/5144, intron 1 of 16)",5,59986398,60262559,276162,2,"ENST00000509368.6",4352,"ENSG00000113448","PDE4D","phosphodiesterase 4D",NA
5151,"chr15",84992613,84993013,401,"*","Intron (ENST00000310298.8/5151, intron 2 of 22)",15,84982226,85109130,126905,1,"ENST00000559086.5",10387,"ENSG00000073417","PDE8A","phosphodiesterase 8A",NA
5152,"chr21",42734544,42734944,401,"*","Promoter (2-3kb)",21,42731758,42775509,43752,1,"ENST00000495343.5",2786,"ENSG00000160191","PDE9A","phosphodiesterase 9A",NA
5175,"chr17",64400642,64401042,401,"*","Promoter (2-3kb)",17,64375338,64398391,23054,2,"ENST00000569967.1",-2251,"ENSG00000261371","PECAM1","platelet and endothelial cell adhesion molecule 1",NA
5184,"chr19",33404574,33404974,401,"*","Intron (ENST00000244137.12/5184, intron 11 of 14)",19,33387349,33413932,26584,2,"ENST00000698433.1",8958,"ENSG00000124299","PEPD","peptidase D",NA
5284,"chr1",206930402,206930802,401,"*","Promoter (1-2kb)",1,206931434,206931833,400,2,"ENST00000487208.1",1031,"ENSG00000162896","PIGR","polymeric immunoglobulin receptor",NA
5287,"chr1",204476009,204476409,401,"*","Intron (ENST00000367187.7/5287, intron 2 of 33)",1,204422670,204469217,46548,2,"ENST00000683234.1",-6792,"ENSG00000133056","PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",NA
5305,"chr10",22743760,22744160,401,"*","Distal Intergenic",10,22534854,22714578,179725,2,"ENST00000376573.9",-29182,"ENSG00000150867","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha",NA
5314,"chr6",51996551,51996951,401,"*","Intron (ENST00000371117.8/5314, intron 35 of 66)",6,51720849,52087610,366762,2,"ENST00000340994.4",90659,"ENSG00000170927","PKHD1","PKHD1 ciliary IPT domain containing fibrocystin/polyductin",NA
5321,"chr1",186757883,186758283,401,"*","Distal Intergenic",1,186828949,186988981,160033,1,"ENST00000367466.4",-70666,"ENSG00000116711","PLA2G4A","phospholipase A2 group IVA",NA
5321,"chr1",186819182,186819582,401,"*","Distal Intergenic",1,186828949,186988981,160033,1,"ENST00000367466.4",-9367,"ENSG00000116711","PLA2G4A","phospholipase A2 group IVA",NA
5322,"chr1",20081020,20081420,401,"*","Intron (ENST00000486277.5/5322, intron 6 of 9)",1,20070295,20090828,20534,1,"ENST00000478803.1",10725,"ENSG00000127472","PLA2G5","phospholipase A2 group V",NA
5362,"chr1",208086602,208087002,401,"*","Intron (ENST00000367033.4/5362, intron 9 of 31)",1,208038907,208040264,1358,2,"ENST00000463510.1",-46338,"ENSG00000076356","PLXNA2","plexin A2",NA
5412,"chr13",29818019,29818419,401,"*","Intron (ENST00000380680.5/5412, intron 1 of 4)",13,29764371,29850617,86247,2,"ENST00000380680.5",32198,"ENSG00000122042","UBL3","ubiquitin like 3",NA
5506,"chr7",113774241,113774641,401,"*","Distal Intergenic",7,113879771,113918996,39226,2,"ENST00000284602.1",144355,"ENSG00000154415","PPP1R3A","protein phosphatase 1 regulatory subunit 3A",NA
5520,"chr8",26186024,26186424,401,"*","Distal Intergenic",8,26291508,26372680,81173,1,"ENST00000380737.8",-105084,"ENSG00000221914","PPP2R2A","protein phosphatase 2 regulatory subunit Balpha",NA
5575,"chr7",593252,593652,401,"*","Intron (ENST00000544935.5/5575, intron 7 of 10)",7,550270,602683,52414,2,"ENST00000400758.6",9031,"ENSG00000188191","PRKAR1B","protein kinase cAMP-dependent type I regulatory subunit beta",NA
5579,"chr16",23968153,23968553,401,"*","Intron (ENST00000321728.12/5579, intron 2 of 16)",16,23963716,24092839,129124,1,"ENST00000647422.1",4437,"ENSG00000166501","PRKCB","protein kinase C beta",NA
5581,"chr2",45930011,45930411,401,"*","Intron (ENST00000306156.8/5581, intron 2 of 14)",2,45978095,45984681,6587,1,"ENST00000489067.1",-47684,"ENSG00000171132","PRKCE","protein kinase C epsilon",NA
5583,"chr14",61344803,61345203,401,"*","Promoter (<=1kb)",14,61344324,61457181,112858,1,"ENST00000553726.5",479,"ENSG00000027075","PRKCH","protein kinase C eta",NA
5606,"chr17",21310707,21311107,401,"*","Promoter (<=1kb)",17,21311687,21314432,2746,1,"ENST00000477540.1",-580,"ENSG00000034152","MAP2K3","mitogen-activated protein kinase kinase 3",NA
5654,"chr10",122474003,122474403,401,"*","Intron (ENST00000648167.1/5654, intron 1 of 8)",10,122461553,122514907,53355,1,"ENST00000368984.8",12450,"ENSG00000166033","HTRA1","HtrA serine peptidase 1",NA
5664,"chr1",226886088,226886488,401,"*","Promoter (1-2kb)",1,226884623,226895691,11069,1,"ENST00000472139.2",1465,"ENSG00000143801","PSEN2","presenilin 2",NA
5727,"chr9",95462528,95462928,401,"*","Promoter (<=1kb)",9,95443431,95461889,18459,2,"ENST00000693534.1",-639,"ENSG00000185920","PTCH1","patched 1",NA
5733,"chr1",70978681,70979081,401,"*","Intron (ENST00000370931.7/5733, intron 2 of 4)",1,70852573,71047633,195061,2,"ENST00000460330.5",68552,"ENSG00000050628","PTGER3","prostaglandin E receptor 3",NA
5775,"chr2",119788751,119789151,401,"*","Intron (ENST00000263708.7/5775, intron 1 of 26)",2,119760275,119882579,122305,1,"ENST00000485247.1",28476,"ENSG00000088179","PTPN4","protein tyrosine phosphatase non-receptor type 4",NA
5784,"chr1",214531472,214531872,401,"*","Exon (ENST00000491277.1/5784, exon 2 of 2)",1,214357751,214551223,193473,2,"ENST00000543945.5",19351,"ENSG00000152104","PTPN14","protein tyrosine phosphatase non-receptor type 14",NA
5786,"chr20",2901222,2901622,401,"*","Intron (ENST00000455631.5/5786, intron 1 of 6)",20,2923207,3038668,115462,1,"ENST00000356147.3",-21585,"ENSG00000132670","PTPRA","protein tyrosine phosphatase receptor type A",NA
5793,"chr3",61881510,61881910,401,"*","Intron (ENST00000474889.6/5793, intron 2 of 29)",3,61561911,62293329,731419,1,"ENST00000295874.14",319599,"ENSG00000144724","PTPRG","protein tyrosine phosphatase receptor type G",NA
5793,"chr3",61897856,61898256,401,"*","Intron (ENST00000474889.6/5793, intron 2 of 29)",3,62217583,62293551,75969,1,"ENST00000475012.5",-319327,"ENSG00000144724","PTPRG","protein tyrosine phosphatase receptor type G",NA
5793,"chr3",62280503,62280903,401,"*","Intron (ENST00000474889.6/5793, intron 26 of 29)",3,62243805,62263465,19661,1,"ENST00000468576.1",36698,"ENSG00000144724","PTPRG","protein tyrosine phosphatase receptor type G",NA
5795,"chr11",47928520,47928920,401,"*","Distal Intergenic",11,47980425,48170839,190415,1,"ENST00000698881.1",-51505,"ENSG00000149177","PTPRJ","protein tyrosine phosphatase receptor type J",NA
5800,"chr12",15448226,15448626,401,"*","Intron (ENST00000674316.1/5800, intron 1 of 25)",12,15546344,15602175,55832,1,"ENST00000674388.1",-97718,"ENSG00000151490","PTPRO","protein tyrosine phosphatase receptor type O",NA
5874,"chr18",54856219,54856619,401,"*","Intron (ENST00000586570.5/5874, intron 2 of 4)",18,54828481,54888113,59633,1,"ENST00000586594.1",27738,"ENSG00000041353","RAB27B","RAB27B, member RAS oncogene family",NA
5890,"chr14",68337260,68337660,401,"*","Intron (ENST00000479335.5/5890, intron 9 of 11)",14,68387137,68497451,110315,1,"ENST00000554183.1",-49477,"ENSG00000182185","RAD51B","RAD51 paralog B",NA
5890,"chr14",68401767,68402167,401,"*","Intron (ENST00000479335.5/5890, intron 9 of 11)",14,68411510,68470717,59208,1,"ENST00000554575.2",-9343,"ENSG00000182185","RAD51B","RAD51 paralog B",NA
5920,"chr11",63543723,63544123,401,"*","Intron (ENST00000255688.8/5920, intron 2 of 3)",11,63538396,63546457,8062,1,"ENST00000354445.2",5327,"ENSG00000133321","PLAAT4","phospholipase A and acyltransferase 4",NA
5922,"chr3",141609104,141609504,401,"*","Exon (ENST00000286364.9/5922, exon 22 of 24)",3,141586699,141609523,22825,1,"ENST00000506365.1",22405,"ENSG00000155903","RASA2","RAS p21 protein activator 2",NA
5932,"chr18",22981263,22981663,401,"*","Intron (ENST00000582354.5/5932, intron 8 of 9)",18,22975181,22991026,15846,1,"ENST00000585177.1",6082,"ENSG00000101773","RBBP8","RB binding protein 8, endonuclease",NA
5937,"chr2",160565503,160565903,401,"*","Distal Intergenic",2,160272151,160493807,221657,2,"ENST00000348849.8",-71696,"ENSG00000153250","RBMS1","RNA binding motif single stranded interacting protein 1",NA
5987,"chr6",28917426,28917826,401,"*","Promoter (2-3kb)",6,28914776,28920183,5408,2,"ENST00000496091.1",2357,"ENSG00000204713","TRIM27","tripartite motif containing 27",NA
5991,"chr9",3299882,3300282,401,"*","Intron (ENST00000382004.7/5991, intron 6 of 17)",9,3257002,3270738,13737,2,"ENST00000458034.1",-29144,"ENSG00000080298","RFX3","regulatory factor X3",NA
5994,"chr13",36806065,36806465,401,"*","Distal Intergenic",13,36819222,36829104,9883,1,"ENST00000255476.3",-12757,"ENSG00000133111","RFXAP","regulatory factor X associated protein",NA
5996,"chr1",192559488,192559888,401,"*","Intron (ENST00000642855.1/105371664, intron 4 of 7)",1,192575763,192577276,1514,1,"ENST00000474373.1",-15875,"ENSG00000090104","RGS1","regulator of G protein signaling 1",NA
6009,"chr7",151485285,151485685,401,"*","Intron (ENST00000262187.10/6009, intron 2 of 7)",7,151471404,151472067,664,2,"ENST00000482053.1",-13218,"ENSG00000106615","RHEB","Ras homolog, mTORC1 binding",NA
6014,"chr18",43009268,43009668,401,"*","Intron (ENST00000326695.10/6014, intron 2 of 4)",18,42923365,42974095,50731,2,"ENST00000594852.1",-35173,"ENSG00000152214","RIT2","Ras like without CAAX 2",NA
6063,"chr1",144550361,144550761,401,"*","Promoter (1-2kb)",1,144551779,144551943,165,2,"ENST00000617626.1",1182,"ENSG00000278099","RNVU1-2A","RNA, variant U1 small nuclear 2A",NA
6092,"chr3",77328534,77328934,401,"*","Intron (ENST00000487694.7/6092, intron 3 of 26)",3,77588781,77618180,29400,1,"ENST00000490991.5",-259847,"ENSG00000185008","ROBO2","roundabout guidance receptor 2",NA
6093,"chr18",21004655,21005055,401,"*","Intron (ENST00000635540.2/6093, intron 16 of 33)",18,20969958,20982783,12826,2,"ENST00000583556.1",-21872,"ENSG00000067900","ROCK1","Rho associated coiled-coil containing protein kinase 1",NA
6252,"chr14",59853145,59853545,401,"*","Intron (ENST00000267484.10/6252, intron 1 of 8)",14,59595983,59870776,274794,2,"ENST00000267484.10",17231,"ENSG00000139970","RTN1","reticulon 1",NA
6259,"chr3",134211779,134212179,401,"*","Intron (ENST00000623711.4/6259, intron 2 of 14)",3,134202537,134207525,4989,2,"ENST00000464879.1",-4254,"ENSG00000163785","RYK","receptor like tyrosine kinase",NA
6281,"chr1",151984243,151984643,401,"*","Intron (ENST00000368811.8/6281, intron 2 of 2)",1,151982918,151992578,9661,2,"ENST00000368809.1",7935,"ENSG00000197747","S100A10","S100 calcium binding protein A10",NA
6310,"chr6",16564453,16564853,401,"*","Intron (ENST00000244769.8/6310, intron 5 of 8)",6,16432564,16750092,317529,2,"ENST00000483591.6",185239,"ENSG00000124788","ATXN1","ataxin 1",NA
6343,"chr11",629155,629555,401,"*","Promoter (1-2kb)",11,626309,627181,873,2,"ENST00000176195.4",-1974,"ENSG00000070031","SCT","secretin",NA
6397,"chr17",77164581,77164981,401,"*","Intron (ENST00000589827.5/6397, intron 4 of 12)",17,77181037,77194733,13697,1,"ENST00000588616.6",-16056,"ENSG00000129657","SEC14L1","SEC14 like lipid binding 1",NA
6449,"chr19",2770060,2770460,401,"*","Promoter (<=1kb)",19,2767582,2770781,3200,2,"ENST00000587866.1",321,"ENSG00000104969","SGTA","small glutamine rich tetratricopeptide repeat co-chaperone alpha",NA
6451,"chrX",81205543,81205943,401,"*","Promoter (2-3kb)",23,81202630,81297591,94962,1,"ENST00000463546.5",2913,"ENSG00000131171","SH3BGRL","SH3 domain binding glutamate rich protein like",NA
6453,"chr21",33811339,33811739,401,"*","Promoter (<=1kb)",21,33811204,33814507,3304,1,"ENST00000465143.1",135,"ENSG00000205726","ITSN1","intersectin 1",NA
6456,"chr9",17669197,17669597,401,"*","Intron (ENST00000380607.5/6456, intron 1 of 8)",9,17579082,17630429,51348,1,"ENST00000467085.1",90115,"ENSG00000107295","SH3GL2","SH3 domain containing GRB2 like 2, endophilin A1",NA
6468,"chr10",101617544,101617944,401,"*","Intron (ENST00000470093.5/6468, intron 1 of 3)",10,101611657,101613153,1497,2,"ENST00000482428.1",-4391,"ENSG00000107829","FBXW4","F-box and WD repeat domain containing 4",NA
6477,"chr16",48459177,48459577,401,"*","Distal Intergenic",16,48356364,48448402,92039,2,"ENST00000568007.5",-10775,"ENSG00000196470","SIAH1","siah E3 ubiquitin protein ligase 1",NA
6482,"chr8",133520515,133520915,401,"*","Intron (ENST00000522652.6/6482, intron 2 of 9)",8,133476143,133499421,23279,2,"ENST00000520020.5",-21094,"ENSG00000008513","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1",NA
6539,"chr12",212321,212721,401,"*","Promoter (<=1kb)",12,190136,213338,23203,2,"ENST00000424061.6",617,"ENSG00000111181","SLC6A12","solute carrier family 6 member 12",NA
6546,"chr2",40440813,40441213,401,"*","Intron (ENST00000332839.9/6546, intron 1 of 10)",2,40112256,40451684,339429,2,"ENST00000705281.1",10471,"ENSG00000183023","SLC8A1","solute carrier family 8 member A1",NA
6559,"chr16",56871138,56871538,401,"*","Intron (ENST00000566786.5/6559, intron 6 of 25)",16,56865211,56914525,49315,1,"ENST00000262502.5",5927,"ENSG00000070915","SLC12A3","solute carrier family 12 member 3",NA
6565,"chr3",121914046,121914446,401,"*","Promoter (<=1kb)",3,121914925,121923130,8206,1,"ENST00000489886.1",-479,"ENSG00000163406","SLC15A2","solute carrier family 15 member 2",NA
